Created on 07Apr2026 at 15:25:10
38
151
2 2 1 1 1 2 1 1 1 1 1 2 2 1 1
1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 2 1 1 1 1 1
1 1 1 1 1 1 2 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1 2 1 1 1 1 1
1 1 1 2 2 1 1 1 1 1 2 1 1 1 2
2
-8 -4 0 1 1 -0.000204 0.0
-8 -4 0 2 1 0.0 0.0
-8 -4 0 3 1 -2.1e-05 0.0
-8 -4 0 4 1 0.0 0.0
-8 -4 0 5 1 0.0 0.0
-8 -4 0 6 1 0.0 0.0
-8 -4 0 7 1 0.0 0.0
-8 -4 0 8 1 0.0 0.0
-8 -4 0 9 1 -1.3e-05 0.0
-8 -4 0 10 1 0.0 0.0
-8 -4 0 11 1 0.0 0.0
-8 -4 0 12 1 0.0 0.0
-8 -4 0 13 1 0.0 0.0
-8 -4 0 14 1 0.0 0.0
-8 -4 0 15 1 0.0 0.0
-8 -4 0 16 1 0.0 0.0
-8 -4 0 17 1 0.0 0.0
-8 -4 0 18 1 0.0 0.0
-8 -4 0 19 1 0.0 0.0
-8 -4 0 20 1 0.0 0.0
-8 -4 0 21 1 4e-06 0.0
-8 -4 0 22 1 0.0 0.0
-8 -4 0 23 1 -1.5e-05 0.0
-8 -4 0 24 1 0.0 0.0
-8 -4 0 25 1 -0.000183 0.0
-8 -4 0 26 1 0.0 0.0
-8 -4 0 27 1 0.0 0.0
-8 -4 0 28 1 0.0 0.0
-8 -4 0 29 1 0.0 0.0
-8 -4 0 30 1 0.0 0.0
-8 -4 0 31 1 -0.0 0.0
-8 -4 0 32 1 0.0 0.0
-8 -4 0 33 1 0.0 0.0
-8 -4 0 34 1 0.0 0.0
-8 -4 0 35 1 -0.0 0.0
-8 -4 0 36 1 0.0 0.0
-8 -4 0 37 1 0.0 0.0
-8 -4 0 38 1 0.0 0.0
-8 -4 0 1 2 0.0 0.0
-8 -4 0 2 2 -0.000204 0.0
-8 -4 0 3 2 0.0 0.0
-8 -4 0 4 2 -2.1e-05 0.0
-8 -4 0 5 2 0.0 0.0
-8 -4 0 6 2 0.0 0.0
-8 -4 0 7 2 0.0 0.0
-8 -4 0 8 2 0.0 0.0
-8 -4 0 9 2 0.0 0.0
-8 -4 0 10 2 -1.3e-05 0.0
-8 -4 0 11 2 0.0 0.0
-8 -4 0 12 2 0.0 0.0
-8 -4 0 13 2 0.0 0.0
-8 -4 0 14 2 0.0 0.0
-8 -4 0 15 2 0.0 0.0
-8 -4 0 16 2 0.0 0.0
-8 -4 0 17 2 0.0 0.0
-8 -4 0 18 2 0.0 0.0
-8 -4 0 19 2 0.0 0.0
-8 -4 0 20 2 0.0 0.0
-8 -4 0 21 2 0.0 0.0
-8 -4 0 22 2 4e-06 0.0
-8 -4 0 23 2 0.0 0.0
-8 -4 0 24 2 -1.5e-05 0.0
-8 -4 0 25 2 0.0 0.0
-8 -4 0 26 2 -0.000183 0.0
-8 -4 0 27 2 0.0 0.0
-8 -4 0 28 2 0.0 0.0
-8 -4 0 29 2 0.0 0.0
-8 -4 0 30 2 0.0 0.0
-8 -4 0 31 2 0.0 0.0
-8 -4 0 32 2 -0.0 0.0
-8 -4 0 33 2 0.0 0.0
-8 -4 0 34 2 0.0 0.0
-8 -4 0 35 2 0.0 0.0
-8 -4 0 36 2 -0.0 0.0
-8 -4 0 37 2 0.0 0.0
-8 -4 0 38 2 0.0 0.0
-8 -4 0 1 3 -2.1e-05 0.0
-8 -4 0 2 3 0.0 0.0
-8 -4 0 3 3 -0.000204 0.0
-8 -4 0 4 3 0.0 0.0
-8 -4 0 5 3 0.0 0.0
-8 -4 0 6 3 0.0 0.0
-8 -4 0 7 3 0.0 0.0
-8 -4 0 8 3 0.0 0.0
-8 -4 0 9 3 -0.0 0.0
-8 -4 0 10 3 0.0 0.0
-8 -4 0 11 3 1.3e-05 0.0
-8 -4 0 12 3 0.0 0.0
-8 -4 0 13 3 -0.0 0.0
-8 -4 0 14 3 0.0 0.0
-8 -4 0 15 3 0.0 0.0
-8 -4 0 16 3 0.0 0.0
-8 -4 0 17 3 0.0 0.0
-8 -4 0 18 3 0.0 0.0
-8 -4 0 19 3 0.0 0.0
-8 -4 0 20 3 0.0 0.0
-8 -4 0 21 3 -0.000183 0.0
-8 -4 0 22 3 0.0 0.0
-8 -4 0 23 3 -1.5e-05 0.0
-8 -4 0 24 3 0.0 0.0
-8 -4 0 25 3 4e-06 0.0
-8 -4 0 26 3 0.0 0.0
-8 -4 0 27 3 0.0 0.0
-8 -4 0 28 3 0.0 0.0
-8 -4 0 29 3 0.0 0.0
-8 -4 0 30 3 0.0 0.0
-8 -4 0 31 3 0.0 0.0
-8 -4 0 32 3 0.0 0.0
-8 -4 0 33 3 0.0 0.0
-8 -4 0 34 3 0.0 0.0
-8 -4 0 35 3 -0.0 0.0
-8 -4 0 36 3 0.0 0.0
-8 -4 0 37 3 0.0 0.0
-8 -4 0 38 3 0.0 0.0
-8 -4 0 1 4 0.0 0.0
-8 -4 0 2 4 -2.1e-05 0.0
-8 -4 0 3 4 0.0 0.0
-8 -4 0 4 4 -0.000204 0.0
-8 -4 0 5 4 0.0 0.0
-8 -4 0 6 4 0.0 0.0
-8 -4 0 7 4 0.0 0.0
-8 -4 0 8 4 0.0 0.0
-8 -4 0 9 4 0.0 0.0
-8 -4 0 10 4 -0.0 0.0
-8 -4 0 11 4 0.0 0.0
-8 -4 0 12 4 1.3e-05 0.0
-8 -4 0 13 4 0.0 0.0
-8 -4 0 14 4 -0.0 0.0
-8 -4 0 15 4 0.0 0.0
-8 -4 0 16 4 0.0 0.0
-8 -4 0 17 4 0.0 0.0
-8 -4 0 18 4 0.0 0.0
-8 -4 0 19 4 0.0 0.0
-8 -4 0 20 4 0.0 0.0
-8 -4 0 21 4 0.0 0.0
